1.1 Tools and Libraries:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
LH_BD_17,Cập nhật bài đăng,AnnouncementServiceImplTest,updateAnnouncement_Success_TeacherUpdatesAnnouncement,Đảm bảo cập nhật bài đăng hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser=TEACHER_ID; CLASSROOM_ID=10,Announcement được cập nhật title/content/allowComments; attachment được thêm/giữ/xóa mềm đúng request.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BD_18,Cập nhật bài đăng,AnnouncementServiceImplTest,updateAnnouncement_Success_AddsNewAttachmentAndKeepsExistingAttachment,Đảm bảo cập nhật bài đăng hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser mock; CLASSROOM_ID=10,Announcement được cập nhật title/content/allowComments; attachment được thêm/giữ/xóa mềm đúng request.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BD_19,Cập nhật bài đăng,AnnouncementServiceImplTest,updateAnnouncement_Success_DeletesRemovedAttachment,Đảm bảo cập nhật bài đăng hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser mock; CLASSROOM_ID=10,Announcement được cập nhật title/content/allowComments; attachment được thêm/giữ/xóa mềm đúng request.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BD_20,Cập nhật bài đăng,AnnouncementServiceImplTest,updateAnnouncement_Success_DeletesAllAttachmentsWhenRequestAttachmentsEmpty,Đảm bảo cập nhật bài đăng hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser mock; CLASSROOM_ID=10; Attachment mock: slide.pdf/old.pdf/new.pdf,Announcement được cập nhật title/content/allowComments; attachment được thêm/giữ/xóa mềm đúng request.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BD_21,Cập nhật bài đăng,AnnouncementServiceImplTest,updateAnnouncement_Fail_ThrowsWhenAnnouncementMissing,Đảm bảo cập nhật bài đăng xử lý đúng trường hợp lỗi: fail_throws when announcement missing.,CurrentUser mock; CLASSROOM_ID=10; announcementRepository trả Optional.empty(),Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BD_22,Cập nhật bài đăng,AnnouncementServiceImplTest,updateAnnouncement_Fail_ThrowsWhenAssistantEditsOthersAnnouncement,Đảm bảo cập nhật bài đăng xử lý đúng trường hợp lỗi: fail_throws when assistant edits others announcement.,CurrentUser=ASSISTANT_ID; CLASSROOM_ID=10,Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BD_23,Cập nhật bài đăng,AnnouncementServiceImplTest,updateAnnouncement_Fail_ThrowsWhenStudentEditsOthersAnnouncement,Đảm bảo cập nhật bài đăng xử lý đúng trường hợp lỗi: fail_throws when student edits others announcement.,CurrentUser=STUDENT_ID; CLASSROOM_ID=10,Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BD_24,Xóa bài đăng,AnnouncementServiceImplTest,deleteAnnouncement_Success_OwnerDeletesAnnouncement,Đảm bảo xóa bài đăng hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser mock; CLASSROOM_ID=10,Announcement được đánh dấu isDeleted=true và repository.save() được gọi.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BD_25,Xóa bài đăng,AnnouncementServiceImplTest,deleteAnnouncement_Success_TeacherDeletesAnnouncement,Đảm bảo xóa bài đăng hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser=TEACHER_ID; CLASSROOM_ID=10,Announcement được đánh dấu isDeleted=true và repository.save() được gọi.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BD_26,Xóa bài đăng,AnnouncementServiceImplTest,deleteAnnouncement_Fail_ThrowsWhenAnnouncementMissing,Đảm bảo xóa bài đăng xử lý đúng trường hợp lỗi: fail_throws when announcement missing.,CurrentUser mock; CLASSROOM_ID=10; announcementRepository trả Optional.empty(),Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BD_27,Xóa bài đăng,AnnouncementServiceImplTest,deleteAnnouncement_Fail_ThrowsWhenStudentDeletesOthersAnnouncement,Đảm bảo xóa bài đăng xử lý đúng trường hợp lỗi: fail_throws when student deletes others announcement.,CurrentUser=STUDENT_ID; CLASSROOM_ID=10,Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BD_28,Xóa bài đăng,AnnouncementServiceImplTest,deleteAnnouncement_Fail_ThrowsWhenAssistantDeletesOthersAnnouncement,Đảm bảo xóa bài đăng xử lý đúng trường hợp lỗi: fail_throws when assistant deletes others announcement.,CurrentUser=ASSISTANT_ID; CLASSROOM_ID=10,Ném AppException/NullPointerException theo kịch bản lỗi; không lưu dữ liệu mới; repository save không được gọi khi phù hợp.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_BD_29,Gửi thông báo bài đăng,AnnouncementServiceImplTest,notifyAnnouncement_UsesObjectIdWhenObjectIdExists,Đảm bảo gửi thông báo bài đăng hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser mock; CLASSROOM_ID=10,Notification được tạo với objectId nếu có; nếu objectId=null thì dùng announcementId.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_BD_30,Gửi thông báo bài đăng,AnnouncementServiceImplTest,notifyAnnouncement_UsesAnnouncementIdWhenObjectIdIsNull,Đảm bảo gửi thông báo bài đăng hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser mock; CLASSROOM_ID=10,Notification được tạo với objectId nếu có; nếu objectId=null thì dùng announcementId.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_01,Xem chi tiết lớp học,ClassroomServiceImplTest,getDetailClassroom_Success,Đảm bảo xem chi tiết lớp học hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser id=4; classroomId=4/9,Trả response có classroomId đúng với classroom mock.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_02,Xem chi tiết lớp học,ClassroomServiceImplTest,getDetailClassroom_Fail_ThrowsWhenClassroomMissing,Đảm bảo xem chi tiết lớp học xử lý đúng trường hợp lỗi: fail_throws when classroom missing.,CurrentUser id=4; classroomId=4/9; classroomRepository trả Optional.empty(),Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_03,Xem thông tin header lớp học,ClassroomServiceImplTest,getClassroomHeader_Success,Đảm bảo xem thông tin header lớp học hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,CurrentUser id=4; classroomId=4/9,Trả response có classroomId đúng với classroom mock.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_04,Xem thông tin header lớp học,ClassroomServiceImplTest,getClassroomHeader_Fail_ThrowsWhenClassroomMissing,Đảm bảo xem thông tin header lớp học xử lý đúng trường hợp lỗi: fail_throws when classroom missing.,CurrentUser id=4; classroomId=4/9; classroomRepository trả Optional.empty(),Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_05,Tìm kiếm lớp học,ClassroomServiceImplTest,searchClassroom_Success,Đảm bảo tìm kiếm lớp học hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CurrentUser id=4; BaseFilterSearchRequest + paging page=1,size=10",Trả ResponseListData theo paging; requestDTO được gắn userId và ClassMemberStatus.ACTIVE.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_06,Tạo/yêu cầu tạo lớp học,ClassroomServiceImplTest,createClassroom_Success,Đảm bảo tạo/yêu cầu tạo lớp học hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CurrentUser id=4; ClassroomCreateRequest: className=""SE 101"", subjectId=""2"", schedules=[MONDAY 08:00-10:00]","Classroom, ClassroomSetting, ClassSchedule được lưu; tạo ApprovalRequest loại CLASS_CREATE.",Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_07,Tạo/yêu cầu tạo lớp học,ClassroomServiceImplTest,createClassroom_Fail_ThrowsWhenSubjectMissing,Đảm bảo tạo/yêu cầu tạo lớp học xử lý đúng trường hợp lỗi: fail_throws when subject missing.,"CurrentUser id=4; ClassroomCreateRequest: className=""SE 101"", subjectId=""2"", schedules=[MONDAY 08:00-10:00]; subjectRepository.exists=false",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_08,Tạo/yêu cầu tạo lớp học,ClassroomServiceImplTest,createClassroom_Fail_ThrowsWhenRequestIsNull,Đảm bảo tạo/yêu cầu tạo lớp học xử lý đúng trường hợp lỗi: fail_throws when request is null.,"CurrentUser id=4; ClassroomCreateRequest: className=""SE 101"", subjectId=""2"", schedules=[MONDAY 08:00-10:00]; request=null",Ném NullPointerException đúng theo dữ liệu null trong test; không tiếp tục xử lý nghiệp vụ.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_09,Tạo/yêu cầu tạo lớp học,ClassroomServiceImplTest,createClassroom_Fail_ThrowsWhenCurrentUserIsNull,Đảm bảo tạo/yêu cầu tạo lớp học xử lý đúng trường hợp lỗi: fail_throws when current user is null.,"CurrentUser id=4; ClassroomCreateRequest: className=""SE 101"", subjectId=""2"", schedules=[MONDAY 08:00-10:00]; authService.getCurrentUser()=null",Ném NullPointerException đúng theo dữ liệu null trong test; không tiếp tục xử lý nghiệp vụ.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_10,Tạo/yêu cầu tạo lớp học,ClassroomServiceImplTest,createClassroom_Fail_ThrowsWhenClassNameExceedsLimit,Đảm bảo tạo/yêu cầu tạo lớp học xử lý đúng trường hợp lỗi: fail_throws when class name exceeds limit.,"CurrentUser id=4; ClassroomCreateRequest: className=""SE 101"", subjectId=""2"", schedules=[MONDAY 08:00-10:00]; className dài 101 ký tự",Ném AppException do dữ liệu vượt giới hạn validation; không lưu thay đổi.,Không ném exception; vẫnlưu thay đổi,Fail,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_11,Tạo/yêu cầu tạo lớp học,ClassroomServiceImplTest,createClassroom_Fail_ThrowsWhenDescriptionExceedsLimit,Đảm bảo tạo/yêu cầu tạo lớp học xử lý đúng trường hợp lỗi: fail_throws when description exceeds limit.,"CurrentUser id=4; ClassroomCreateRequest: className=""SE 101"", subjectId=""2"", schedules=[MONDAY 08:00-10:00]; description dài 1001 ký tự",Ném AppException do dữ liệu vượt giới hạn validation; không lưu thay đổi.,Không ném exception; vẫnlưu thay đổi,Fail,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_12,Cập nhật thông tin lớp học,ClassroomServiceImplTest,updateClassroom_Success,Đảm bảo cập nhật thông tin lớp học hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]","Classroom được cập nhật thông tin, trạng thái, classCodeStatus và lịch học.",Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_13,Cập nhật thông tin lớp học,ClassroomServiceImplTest,updateClassroom_Fail_ThrowsWhenRequestIsNull,Đảm bảo cập nhật thông tin lớp học xử lý đúng trường hợp lỗi: fail_throws when request is null.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]; request=null",Ném NullPointerException đúng theo dữ liệu null trong test; không tiếp tục xử lý nghiệp vụ.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_14,Cập nhật thông tin lớp học,ClassroomServiceImplTest,updateClassroom_Fail_ThrowsWhenCurrentUserIsNull,Đảm bảo cập nhật thông tin lớp học xử lý đúng trường hợp lỗi: fail_throws when current user is null.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]; authService.getCurrentUser()=null",Ném NullPointerException đúng theo dữ liệu null trong test; không tiếp tục xử lý nghiệp vụ.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_15,Cập nhật thông tin lớp học,ClassroomServiceImplTest,updateClassroom_Fail_ThrowsWhenClassroomMissing,Đảm bảo cập nhật thông tin lớp học xử lý đúng trường hợp lỗi: fail_throws when classroom missing.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]; classroomRepository trả Optional.empty()",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_16,Cập nhật thông tin lớp học,ClassroomServiceImplTest,updateClassroom_Fail_ThrowsWhenClassNameExceedsLimit,Đảm bảo cập nhật thông tin lớp học xử lý đúng trường hợp lỗi: fail_throws when class name exceeds limit.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]; className dài 101 ký tự",Ném AppException do dữ liệu vượt giới hạn validation; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_17,Cập nhật thông tin lớp học,ClassroomServiceImplTest,updateClassroom_Fail_ThrowsWhenDescriptionExceedsLimit,Đảm bảo cập nhật thông tin lớp học xử lý đúng trường hợp lỗi: fail_throws when description exceeds limit.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]; description dài 1001 ký tự",Ném AppException do dữ liệu vượt giới hạn validation; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_18,Cấp lại mã lớp,ClassroomServiceImplTest,resetClassCode_Success,Đảm bảo cấp lại mã lớp hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CurrentUser id=4; classroomId=9, old classCode=OLD123",Classroom được cấp mã lớp mới độ dài 6 ký tự và được lưu.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_19,Cấp lại mã lớp,ClassroomServiceImplTest,resetClassCode_Fail_ThrowsWhenClassroomMissing,Đảm bảo cấp lại mã lớp xử lý đúng trường hợp lỗi: fail_throws when classroom missing.,"CurrentUser id=4; classroomId=9, old classCode=OLD123; classroomRepository trả Optional.empty()",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_20,Xem cài đặt lớp học,ClassroomServiceImplTest,getDetailClassroomSetting_Success,Đảm bảo xem cài đặt lớp học hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CurrentUser id=4; classroomId=9, ClassroomSetting mock",Trả response có classroomId đúng với classroom mock.,Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_21,Xem cài đặt lớp học,ClassroomServiceImplTest,getDetailClassroomSetting_Fail_ThrowsWhenSettingMissing,Đảm bảo xem cài đặt lớp học xử lý đúng trường hợp lỗi: fail_throws when setting missing.,"CurrentUser id=4; classroomId=9, ClassroomSetting mock; classroomSettingRepository trả Optional.empty()",Ném AppException do không tìm thấy dữ liệu liên quan; không lưu thay đổi.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
LH_LOP_22,Cập nhật cài đặt lớp học,ClassroomServiceImplTest,updateClassroomSetting_Success,Đảm bảo cập nhật cài đặt lớp học hoạt động đúng với dữ liệu mock hợp lệ và trả/lưu kết quả theo kỳ vọng.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]","Classroom được cập nhật thông tin, trạng thái, classCodeStatus và lịch học.",Kết quả giống với mong đợi,Pass,Positive Test - kiểm tra luồng xử lý hợp lệ.
LH_LOP_23,Cập nhật cài đặt lớp học,ClassroomServiceImplTest,updateClassroomSetting_Fail_ThrowsWhenCurrentUserIsNotTeacher,Đảm bảo cập nhật cài đặt lớp học xử lý đúng trường hợp lỗi: fail_throws when current user is not teacher.,"CurrentUser id=4; ClassroomUpdateRequest: className=""New"", status=ACTIVE, classCodeStatus=DISABLED, schedules=[B2]; teacherId không khớp current user",Ném AppException do không có quyền truy cập/phân quyền không hợp lệ; không gọi repository xử lý chính.,Kết quả giống với mong đợi,Pass,Negative Test - kiểm tra xử lý lỗi/validation/phân quyền.
